timestamp,device_eui,device_name,device_type,site_name,latitude,longitude,payload,water_level,air_temp,battery_volt,water_temp,status
2024-08-31 12:40:56.270644+00:00,70B3D5499B3A9F32,ECHO #4,Echo,Black Burn @ Milton of Conon,56.58248250313473,-2.7031439317435857,0502f1a50e80042f0000,108.0,-36.75,3.71,10.71,0
2024-09-11 19:33:09.180930+00:00,70B3D5499B3A9F32,ECHO #4,Echo,Black Burn @ Milton of Conon,56.58248250313473,-2.7031439317435857,050a00000e70038a0000,100.0,0.0,3.7,9.06,0
2024-09-11 20:50:19.911782+00:00,70B3D5499B3A9F32,ECHO #4,Echo,Black Burn @ Milton of Conon,56.58248250313473,-2.7031439317435857,05090000110803750000,101.0,0.0,4.36,8.85,0
2024-09-12 03:31:53.111344+00:00,70B3D5499B3A9F32,ECHO #4,Echo,Black Burn @ Milton of Conon,56.58248250313473,-2.7031439317435857,050900000eb002f70000,101.0,0.0,3.76,7.59,0
2024-09-12 05:50:50.544867+00:00,70B3D5499B3A9F32,ECHO #4,Echo,Black Burn @ Milton of Conon,56.58248250313473,-2.7031439317435857,050700000e6402db0000,103.0,0.0,3.68,7.31,0
2024-09-18 10:11:15.790447+00:00,70B3D5499B3A9F32,ECHO #4,Echo,Black Burn @ Milton of Conon,56.58248250313473,-2.7031439317435857,050c00000ea0040e0000,98.0,0.0,3.74,10.38,0
