timestamp,device_eui,device_name,device_type,site_name,latitude,longitude,payload,water_level,air_temp,battery_volt,water_temp,status
2022-12-18 08:59:49.668350+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08a800000dc426ac0000,306.0,0.0,3.52,99.0,0
2022-12-18 09:15:30.404559+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08ab00000da026ac0000,303.0,0.0,3.49,99.0,0
2022-12-18 09:31:11.095185+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08aa00000db026ac0000,304.0,0.0,3.5,99.0,0
2022-12-18 09:46:51.542756+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08ac00000ddc26ac0000,302.0,0.0,3.55,99.0,0
2022-12-18 10:02:31.640679+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08ad00000da826ac0000,301.0,0.0,3.5,99.0,0
2022-12-18 10:18:12.862529+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08ae00000dd026ac0000,300.0,0.0,3.54,99.0,0
2022-12-18 10:33:52.756988+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08ac00000de026ac0000,302.0,0.0,3.55,99.0,0
2022-12-18 10:49:32.698422+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08ae00000dc026ac0000,300.0,0.0,3.52,99.0,0
2022-12-18 11:05:12.637074+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08b000000dc426ac0000,298.0,0.0,3.52,99.0,0
2022-12-18 11:20:53.084466+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08b400000da426ac0000,294.0,0.0,3.49,99.0,0
2022-12-18 11:36:34.299767+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08b200000db426ac0000,296.0,0.0,3.51,99.0,0
2022-12-18 11:52:13.630605+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08b000000dcc26ac0000,298.0,0.0,3.53,99.0,0
2022-12-18 12:07:54.312619+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08b300000dcc26ac0000,295.0,0.0,3.53,99.0,0
2022-12-18 12:23:35.458161+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08b300000d7426ac0000,295.0,0.0,3.44,99.0,0
2022-12-18 12:39:14.983088+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08b700000ddc26ac0000,291.0,0.0,3.55,99.0,0
2022-12-18 12:54:57.066218+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08b000000db426ac0000,298.0,0.0,3.51,99.0,0
2022-12-18 13:10:36.852414+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08b200000da826ac0000,296.0,0.0,3.5,99.0,0
2022-12-18 13:26:20.171801+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08ac00000dc426ac0000,302.0,0.0,3.52,99.0,0
2022-12-18 13:57:42.958273+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08af00000da426ac0000,299.0,0.0,3.49,99.0,0
2022-12-18 14:13:23.223865+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08b200000da426ac0000,296.0,0.0,3.49,99.0,0
2022-12-18 14:29:05.226212+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08b500000dd426ac0000,293.0,0.0,3.54,99.0,0
2022-12-18 14:44:48.040771+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08ae00000d8c26ac0000,300.0,0.0,3.47,99.0,0
2022-12-18 15:16:08.870057+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08ab00000d8826ac0000,303.0,0.0,3.46,99.0,0
2022-12-18 15:31:49.316198+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08ac00000dac26ac0000,302.0,0.0,3.5,99.0,0
2022-12-18 15:47:30.118568+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08ae00000ddc26ac0000,300.0,0.0,3.55,99.0,0
2022-12-18 16:03:10.014802+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08ae00000d7826ac0000,300.0,0.0,3.45,99.0,0
2022-12-18 16:34:27.697751+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08ac00000da826ac0000,302.0,0.0,3.5,99.0,0
2022-12-18 16:50:08.110777+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08ad00000dec26ac0000,301.0,0.0,3.56,99.0,0
2022-12-18 17:05:51.290658+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08a800000dc826ac0000,306.0,0.0,3.53,99.0,0
2022-12-18 17:21:31.578504+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08a500000d6426ac0000,309.0,0.0,3.43,99.0,0
2022-12-18 17:37:11.338852+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08a500000da826ac0000,309.0,0.0,3.5,99.0,0
2022-12-18 17:52:52.081734+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08a100000d9426ac0000,313.0,0.0,3.48,99.0,0
2022-12-18 18:08:31.829930+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08a000000d6826ac0000,314.0,0.0,3.43,99.0,0
2022-12-18 18:24:12.571120+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,08a200000d6826ac0000,312.0,0.0,3.43,99.0,0
2022-12-18 18:39:56.262084+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,089c00000d9c26ac0000,318.0,0.0,3.48,99.0,0
2022-12-18 18:55:36.330936+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,089d00000de826ac0000,317.0,0.0,3.56,99.0,0
2022-12-18 19:11:16.288733+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,089d00000d6426ac0000,317.0,0.0,3.43,99.0,0
2022-12-18 19:26:57.113500+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,089b00000dd026ac0000,319.0,0.0,3.54,99.0,0
2022-12-18 19:42:37.217393+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,089900000dd026ac0000,321.0,0.0,3.54,99.0,0
2022-12-18 19:58:17.092234+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,089a00000da426ac0000,320.0,0.0,3.49,99.0,0
2022-12-18 20:13:57.042521+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,089b00000d9426ac0000,319.0,0.0,3.48,99.0,0
2022-12-18 20:29:39.572252+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,089500000d7826ac0000,325.0,0.0,3.45,99.0,0
2022-12-18 20:45:19.209172+00:00,70B3D54991EB3BA5,ECHO #2,Echo,Crossden burn @ Greenford Farm,56.55409349771759,-2.7087453156770502,089700000d9426ac0000,323.0,0.0,3.48,99.0,0
