timestamp,device_eui,device_name,device_type,site_name,latitude,longitude,payload,air_temp,air_pressure,air_humidity,battery_volt,rtc_temp,rainfall,status
2021-12-24 10:01:27.477000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,0041000181fb27100025000000000000,0.65,988.11,100.0,3.7,0.0,0.0,0
2021-12-24 10:16:43.161000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,00460001820b27100026000000000000,0.7,988.27,100.0,3.8,0.0,0.0,0
2021-12-24 10:31:59.210000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,005c0001822327100025000000000000,0.92,988.51,100.0,3.7,0.0,0.0,0
2021-12-24 10:47:15.561000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,00600001822f27100026000000000000,0.96,988.63,100.0,3.8,0.0,0.0,0
2021-12-24 11:02:30.573000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,00680001821c27100025000000000000,1.04,988.44,100.0,3.7,0.0,0.0,0
2021-12-24 11:17:46.474000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,008a0001821927100025000000000000,1.38,988.41,100.0,3.7,0.0,0.0,0
2021-12-24 11:33:01.786000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,00990001823427100025000000000000,1.53,988.68,100.0,3.7,0.0,0.0,0
2021-12-24 12:03:33.498000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,00c90001822827100025000000000000,2.01,988.56,100.0,3.7,0.0,0.0,0
2021-12-24 12:18:49.852000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,00b10001820b27100026000000000000,1.77,988.27,100.0,3.8,0.0,0.0,0
2021-12-24 13:01:04.055000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,00b60001822b27100026000000000000,1.82,988.59,100.0,3.8,0.0,0.0,0
2021-12-24 13:16:19.931000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,00b80001823927100025000000000000,1.84,988.73,100.0,3.7,0.0,0.0,0
2021-12-24 13:31:35.809000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,00ae0001823a27100025000000000000,1.74,988.74,100.0,3.7,0.0,0.0,0
2021-12-24 13:46:51.568000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,00ab0001824227100025000000000000,1.71,988.82,100.0,3.7,0.0,0.0,0
2021-12-24 14:02:07.193000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,009f0001824e27100026000000000000,1.59,988.94,100.0,3.8,0.0,0.0,0
2021-12-24 14:17:23.373000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,00920001824c27100026000000000000,1.46,988.92,100.0,3.8,0.0,0.0,0
2021-12-24 14:32:39.146000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,00860001824127100025000000000000,1.34,988.81,100.0,3.7,0.0,0.0,0
2021-12-24 14:47:55.686000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,00700001825327100025000000000000,1.12,988.99,100.0,3.7,0.0,0.0,0
2021-12-24 15:03:11.620000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,00680001826627100025000000000000,1.04,989.18,100.0,3.7,0.0,0.0,0
2021-12-24 15:18:26.998000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,005d0001826327100025000000000000,0.93,989.15,100.0,3.7,0.0,0.0,0
2021-12-24 15:48:58.666000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,00490001828f27100026000000000000,0.73,989.59,100.0,3.8,0.0,0.0,0
2021-12-24 16:04:13.575000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,00050001829e27100025000000000000,0.05,989.74,100.0,3.7,0.0,0.0,0
2021-12-24 16:19:28.640000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,ffe60001829327100025000000000000,-0.26,989.63,100.0,3.7,0.0,0.0,0
2021-12-24 16:34:43.525000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,ffc4000182a427100026000000000000,-0.6,989.8,100.0,3.8,0.0,0.0,0
2021-12-24 17:05:15.552000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,000b000182a227100025000000000000,0.11,989.78,100.0,3.7,0.0,0.0,0
2021-12-24 17:20:31.476000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,0046000182a527100025000000000000,0.7,989.81,100.0,3.7,0.0,0.0,0
2021-12-24 17:35:47.202000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,0050000182a527100025000000000000,0.8,989.81,100.0,3.7,0.0,0.0,0
2021-12-24 17:51:02.781000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,0027000182a827100025000000000000,0.39,989.84,100.0,3.7,0.0,0.0,0
2021-12-24 18:06:17.712000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,fff4000182b227100025000000000000,-0.12,989.94,100.0,3.7,0.0,0.0,0
2021-12-24 18:21:33.910000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,0010000182aa27100025000000000000,0.16,989.86,100.0,3.7,0.0,0.0,0
2021-12-24 18:36:49.537000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,0045000182ae27100025000000000000,0.69,989.9,100.0,3.7,0.0,0.0,0
2021-12-24 18:52:05.384000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,0044000182ad27100025000000000000,0.68,989.89,100.0,3.7,0.0,0.0,0
2021-12-24 19:07:20.544000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,0012000182b827100025000000000000,0.18,990.0,100.0,3.7,0.0,0.0,0
2021-12-24 19:22:36.010000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,0024000182ae27100025000000000000,0.36,989.9,100.0,3.7,0.0,0.0,0
2021-12-24 19:37:51.457000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,0046000182a327100025000000000000,0.7,989.79,100.0,3.7,0.0,0.0,0
2021-12-24 19:53:07.697000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,0063000182ad27100025000000000000,0.99,989.89,100.0,3.7,0.0,0.0,0
2021-12-24 20:08:23.560000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,005c000182c127100025000000000000,0.92,990.09,100.0,3.7,0.0,0.0,0
2021-12-24 20:23:38.855000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,0052000182b827100025000000000000,0.82,990.0,100.0,3.7,0.0,0.0,0
2021-12-24 20:38:54.629000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,0033000182c627100025000000000000,0.51,990.14,100.0,3.7,0.0,0.0,0
2021-12-24 20:54:10.173000+00:00,70B3D54995472B60,Droplet #4,Droplet,Hillhead Farm,56.57146089052744,-2.76186663325646,001b000182d427100025000000000000,0.27,990.28,100.0,3.7,0.0,0.0,0
